Id,Date,Calories
1503960366,4/12/16,1985
1503960366,4/13/16,1797
1503960366,4/14/16,1776
1503960366,4/15/16,1745
1503960366,4/16/16,1863
1503960366,4/17/16,1728
1503960366,4/18/16,1921
1503960366,4/19/16,2035
1503960366,4/20/16,1786
1503960366,4/21/16,1775
1503960366,4/22/16,1827
1503960366,4/23/16,1949
1503960366,4/24/16,1788
1503960366,4/25/16,2013
1503960366,4/26/16,1970
1503960366,4/27/16,2159
1503960366,4/28/16,1898
1503960366,4/29/16,1837
1503960366,4/30/16,1947
1503960366,5/1/16,1820
1503960366,5/2/16,2004
1503960366,5/3/16,1990
1503960366,5/4/16,1819
1503960366,5/5/16,1959
1503960366,5/6/16,1896
1503960366,5/7/16,1821
1503960366,5/8/16,1740
1503960366,5/9/16,1819
1503960366,5/10/16,1859
1503960366,5/11/16,1783
1503960366,5/12/16,0
1624580081,4/12/16,1432
1624580081,4/13/16,1411
1624580081,4/14/16,1572
1624580081,4/15/16,1344
1624580081,4/16/16,1463
1624580081,4/17/16,1554
1624580081,4/18/16,1604
1624580081,4/19/16,1435
1624580081,4/20/16,1446
1624580081,4/21/16,1467
1624580081,4/22/16,1470
1624580081,4/23/16,1562
1624580081,4/24/16,1617
1624580081,4/25/16,1492
1624580081,4/26/16,1402
1624580081,4/27/16,1670
1624580081,4/28/16,1401
1624580081,4/29/16,1404
1624580081,4/30/16,1655
1624580081,5/1/16,2690
1624580081,5/2/16,1497
1624580081,5/3/16,1334
1624580081,5/4/16,1368
1624580081,5/5/16,1370
1624580081,5/6/16,1341
1624580081,5/7/16,1474
1624580081,5/8/16,1427
1624580081,5/9/16,1328
1624580081,5/10/16,1393
1624580081,5/11/16,1359
1624580081,5/12/16,1002
1644430081,4/12/16,3199
1644430081,4/13/16,2902
1644430081,4/14/16,3226
1644430081,4/15/16,2750
1644430081,4/16/16,3493
1644430081,4/17/16,3011
1644430081,4/18/16,2806
1644430081,4/19/16,3300
1644430081,4/20/16,2430
1644430081,4/21/16,2140
1644430081,4/22/16,2344
1644430081,4/23/16,2677
1644430081,4/24/16,2413
1644430081,4/25/16,2497
1644430081,4/26/16,3123
1644430081,4/27/16,2489
1644430081,4/28/16,3108
1644430081,4/29/16,2498
1644430081,4/30/16,3846
1644430081,5/1/16,2696
1644430081,5/2/16,2580
1644430081,5/3/16,3324
1644430081,5/4/16,2222
1644430081,5/5/16,2463
1644430081,5/6/16,3328
1644430081,5/7/16,3404
1644430081,5/8/16,2987
1644430081,5/9/16,3008
1644430081,5/10/16,2799
1644430081,5/11/16,1276
1844505072,4/12/16,2030
1844505072,4/13/16,1860
1844505072,4/14/16,2130
1844505072,4/15/16,1725
1844505072,4/16/16,1657
1844505072,4/17/16,1793
1844505072,4/18/16,1814
1844505072,4/19/16,1366
1844505072,4/20/16,1349
1844505072,4/21/16,2062
1844505072,4/22/16,1827
1844505072,4/23/16,1645
1844505072,4/24/16,1347
1844505072,4/25/16,1347
1844505072,4/26/16,1347
1844505072,4/27/16,1348
1844505072,4/28/16,1992
1844505072,4/29/16,1856
1844505072,4/30/16,1763
1844505072,5/1/16,1541
1844505072,5/2/16,1348
1844505072,5/3/16,1742
1844505072,5/4/16,1549
1844505072,5/5/16,1589
1844505072,5/6/16,1351
1844505072,5/7/16,1347
1844505072,5/8/16,1347
1844505072,5/9/16,1347
1844505072,5/10/16,1347
1844505072,5/11/16,1347
1844505072,5/12/16,665
1927972279,4/12/16,2220
1927972279,4/13/16,2151
1927972279,4/14/16,2383
1927972279,4/15/16,2221
1927972279,4/16/16,2064
1927972279,4/17/16,2063
1927972279,4/18/16,2111
1927972279,4/19/16,2063
1927972279,4/20/16,2063
1927972279,4/21/16,2064
1927972279,4/22/16,2093
1927972279,4/23/16,2499
1927972279,4/24/16,2324
1927972279,4/25/16,2100
1927972279,4/26/16,2638
1927972279,4/27/16,2063
1927972279,4/28/16,2351
1927972279,4/29/16,2063
1927972279,4/30/16,2064
1927972279,5/1/16,2411
1927972279,5/2/16,2505
1927972279,5/3/16,2195
1927972279,5/4/16,2338
1927972279,5/5/16,2063
1927972279,5/6/16,2383
1927972279,5/7/16,2229
1927972279,5/8/16,2063
1927972279,5/9/16,2063
1927972279,5/10/16,2063
1927972279,5/11/16,2063
1927972279,5/12/16,1383
2022484408,4/12/16,2390
2022484408,4/13/16,2601
2022484408,4/14/16,2312
2022484408,4/15/16,2525
2022484408,4/16/16,2177
2022484408,4/17/16,2782
2022484408,4/18/16,2770
2022484408,4/19/16,2489
2022484408,4/20/16,2897
2022484408,4/21/16,3158
2022484408,4/22/16,2638
2022484408,4/23/16,2069
2022484408,4/24/16,2529
2022484408,4/25/16,2470
2022484408,4/26/16,2793
2022484408,4/27/16,2463
2022484408,4/28/16,2296
2022484408,4/29/16,2611
2022484408,4/30/16,2732
2022484408,5/1/16,2380
2022484408,5/2/16,2473
2022484408,5/3/16,2752
2022484408,5/4/16,2649
2022484408,5/5/16,2609
2022484408,5/6/16,2498
2022484408,5/7/16,1995
2022484408,5/8/16,1848
2022484408,5/9/16,2709
2022484408,5/10/16,2797
2022484408,5/11/16,2544
2022484408,5/12/16,1853
2026352035,4/12/16,1459
2026352035,4/13/16,1521
2026352035,4/14/16,1431
2026352035,4/15/16,1444
2026352035,4/16/16,1373
2026352035,4/17/16,1214
2026352035,4/18/16,1419
2026352035,4/19/16,1356
2026352035,4/20/16,1667
2026352035,4/21/16,1370
2026352035,4/22/16,1399
2026352035,4/23/16,1916
2026352035,4/24/16,1401
2026352035,4/25/16,1576
2026352035,4/26/16,1595
2026352035,4/27/16,1593
2026352035,4/28/16,1649
2026352035,4/29/16,1692
2026352035,4/30/16,1506
2026352035,5/1/16,1447
2026352035,5/2/16,1690
2026352035,5/3/16,1604
2026352035,5/4/16,1658
2026352035,5/5/16,1926
2026352035,5/6/16,1736
2026352035,5/7/16,1491
2026352035,5/8/16,1555
2026352035,5/9/16,1869
2026352035,5/10/16,1141
2026352035,5/11/16,1698
2026352035,5/12/16,1364
2320127002,4/12/16,2124
2320127002,4/13/16,2003
2320127002,4/14/16,1696
2320127002,4/15/16,1801
2320127002,4/16/16,1724
2320127002,4/17/16,1852
2320127002,4/18/16,1905
2320127002,4/19/16,1811
2320127002,4/20/16,1922
2320127002,4/21/16,1610
2320127002,4/22/16,1851
2320127002,4/23/16,1804
2320127002,4/24/16,1725
2320127002,4/25/16,1654
2320127002,4/26/16,1632
2320127002,4/27/16,1481
2320127002,4/28/16,1473
2320127002,4/29/16,1410
2320127002,4/30/16,1779
2320127002,5/1/16,1403
2320127002,5/2/16,1613
2320127002,5/3/16,1878
2320127002,5/4/16,1426
2320127002,5/5/16,1780
2320127002,5/6/16,1742
2320127002,5/7/16,1972
2320127002,5/8/16,1821
2320127002,5/9/16,1630
2320127002,5/10/16,1899
2320127002,5/11/16,1903
2320127002,5/12/16,1125
2347167796,4/12/16,2344
2347167796,4/13/16,2038
2347167796,4/14/16,2010
2347167796,4/15/16,2133
2347167796,4/16/16,2670
2347167796,4/17/16,1882
2347167796,4/18/16,1944
2347167796,4/19/16,2346
2347167796,4/20/16,2198
2347167796,4/21/16,2048
2347167796,4/22/16,1946
2347167796,4/23/16,2629
2347167796,4/24/16,2187
2347167796,4/25/16,2095
2347167796,4/26/16,1861
2347167796,4/27/16,2194
2347167796,4/28/16,1854
2347167796,4/29/16,403
2873212765,4/12/16,1982
2873212765,4/13/16,2004
2873212765,4/14/16,1893
2873212765,4/15/16,2063
2873212765,4/16/16,2148
2873212765,4/17/16,1529
2873212765,4/18/16,1890
2873212765,4/19/16,1956
2873212765,4/20/16,2094
2873212765,4/21/16,1970
2873212765,4/22/16,2241
2873212765,4/23/16,2021
2873212765,4/24/16,1898
2873212765,4/25/16,1907
2873212765,4/26/16,1882
2873212765,4/27/16,1966
2873212765,4/28/16,1835
2873212765,4/29/16,1780
2873212765,4/30/16,1830
2873212765,5/1/16,1739
2873212765,5/2/16,1878
2873212765,5/3/16,1906
2873212765,5/4/16,2015
2873212765,5/5/16,1971
2873212765,5/6/16,1910
2873212765,5/7/16,1897
2873212765,5/8/16,2096
2873212765,5/9/16,1906
2873212765,5/10/16,1962
2873212765,5/11/16,1826
2873212765,5/12/16,1431
3372868164,4/12/16,1788
3372868164,4/13/16,2093
3372868164,4/14/16,2065
3372868164,4/15/16,1908
3372868164,4/16/16,1908
3372868164,4/17/16,1964
3372868164,4/18/16,2014
3372868164,4/19/16,1985
3372868164,4/20/16,1867
3372868164,4/21/16,2124
3372868164,4/22/16,1669
3372868164,4/23/16,1995
3372868164,4/24/16,1921
3372868164,4/25/16,2010
3372868164,4/26/16,2057
3372868164,4/27/16,2095
3372868164,4/28/16,1972
3372868164,4/29/16,2044
3372868164,4/30/16,1946
3372868164,5/1/16,1237
3977333714,4/12/16,1450
3977333714,4/13/16,1495
3977333714,4/14/16,1433
3977333714,4/15/16,1468
3977333714,4/16/16,1625
3977333714,4/17/16,1529
3977333714,4/18/16,1584
3977333714,4/19/16,1638
3977333714,4/20/16,1554
3977333714,4/21/16,1397
3977333714,4/22/16,1481
3977333714,4/23/16,1638
3977333714,4/24/16,1655
3977333714,4/25/16,1570
3977333714,4/26/16,1551
3977333714,4/27/16,1377
3977333714,4/28/16,1407
3977333714,4/29/16,1545
3977333714,4/30/16,1650
3977333714,5/1/16,1501
3977333714,5/2/16,1760
3977333714,5/3/16,1710
3977333714,5/4/16,1628
3977333714,5/5/16,1618
3977333714,5/6/16,1590
3977333714,5/7/16,1574
3977333714,5/8/16,1633
3977333714,5/9/16,1667
3977333714,5/10/16,1630
3977333714,5/11/16,52
4020332650,4/12/16,3654
4020332650,4/13/16,1981
4020332650,4/14/16,2011
4020332650,4/15/16,2951
4020332650,4/16/16,3051
4020332650,4/17/16,1990
4020332650,4/18/16,1995
4020332650,4/19/16,1980
4020332650,4/20/16,1980
4020332650,4/21/16,1980
4020332650,4/22/16,1980
4020332650,4/23/16,1980
4020332650,4/24/16,1980
4020332650,4/25/16,1980
4020332650,4/26/16,1980
4020332650,4/27/16,1980
4020332650,4/28/16,1980
4020332650,4/29/16,1980
4020332650,4/30/16,1980
4020332650,5/1/16,1980
4020332650,5/2/16,2207
4020332650,5/3/16,2828
4020332650,5/4/16,3879
4020332650,5/5/16,3429
4020332650,5/6/16,2704
4020332650,5/7/16,2975
4020332650,5/8/16,3089
4020332650,5/9/16,2785
4020332650,5/10/16,2926
4020332650,5/11/16,2645
4020332650,5/12/16,1120
4057192912,4/12/16,2286
4057192912,4/13/16,2306
4057192912,4/14/16,1776
4057192912,4/15/16,1527
4319703577,4/12/16,2115
4319703577,4/13/16,2135
4319703577,4/14/16,2302
4319703577,4/15/16,1985
4319703577,4/16/16,1884
4319703577,4/17/16,1464
4319703577,4/18/16,1632
4319703577,4/19/16,2200
4319703577,4/20/16,2220
4319703577,4/21/16,1792
4319703577,4/22/16,1886
4319703577,4/23/16,1945
4319703577,4/24/16,1880
4319703577,4/25/16,2314
4319703577,4/26/16,2236
4319703577,4/27/16,2324
4319703577,4/28/16,2367
4319703577,4/29/16,2175
4319703577,4/30/16,2092
4319703577,5/1/16,1593
4319703577,5/2/16,2270
4319703577,5/3/16,2235
4319703577,5/4/16,2282
4319703577,5/5/16,2530
4319703577,5/6/16,2266
4319703577,5/7/16,2158
4319703577,5/8/16,1792
4319703577,5/9/16,2345
4319703577,5/10/16,2260
4319703577,5/11/16,2232
4319703577,5/12/16,257
4388161847,4/12/16,2955
4388161847,4/13/16,3092
4388161847,4/14/16,2998
4388161847,4/15/16,3066
4388161847,4/16/16,3073
4388161847,4/17/16,2572
4388161847,4/18/16,3274
4388161847,4/19/16,3015
4388161847,4/20/16,3083
4388161847,4/21/16,3069
4388161847,4/22/16,3544
4388161847,4/23/16,3306
4388161847,4/24/16,2885
4388161847,4/25/16,3288
4388161847,4/26/16,2929
4388161847,4/27/16,3074
4388161847,4/28/16,2969
4388161847,4/29/16,2979
4388161847,4/30/16,3283
4388161847,5/1/16,2926
4388161847,5/2/16,3147
4388161847,5/3/16,3290
4388161847,5/4/16,3162
4388161847,5/5/16,2899
4388161847,5/6/16,3425
4388161847,5/7/16,4022
4388161847,5/8/16,3934
4388161847,5/9/16,3013
4388161847,5/10/16,3061
4388161847,5/11/16,2954
4388161847,5/12/16,1623
4445114986,4/12/16,2113
4445114986,4/13/16,2095
4445114986,4/14/16,2194
4445114986,4/15/16,2496
4445114986,4/16/16,2180
4445114986,4/17/16,1933
4445114986,4/18/16,2248
4445114986,4/19/16,1954
4445114986,4/20/16,1974
4445114986,4/21/16,2150
4445114986,4/22/16,2432
4445114986,4/23/16,2149
4445114986,4/24/16,2247
4445114986,4/25/16,2070
4445114986,4/26/16,2291
4445114986,4/27/16,2361
4445114986,4/28/16,2203
4445114986,4/29/16,2196
4445114986,4/30/16,2363
4445114986,5/1/16,2246
4445114986,5/2/16,2336
4445114986,5/3/16,2421
4445114986,5/4/16,2070
4445114986,5/5/16,2120
4445114986,5/6/16,2211
4445114986,5/7/16,2123
4445114986,5/8/16,2423
4445114986,5/9/16,2281
4445114986,5/10/16,2181
4445114986,5/11/16,2499
4445114986,5/12/16,1212
4558609924,4/12/16,1909
4558609924,4/13/16,1722
4558609924,4/14/16,1922
4558609924,4/15/16,2121
4558609924,4/16/16,1997
4558609924,4/17/16,2117
4558609924,4/18/16,2116
4558609924,4/19/16,1876
4558609924,4/20/16,1788
4558609924,4/21/16,2486
4558609924,4/22/16,2094
4558609924,4/23/16,2085
4558609924,4/24/16,2173
4558609924,4/25/16,2225
4558609924,4/26/16,2223
4558609924,4/27/16,2098
4558609924,4/28/16,2185
4558609924,4/29/16,1918
4558609924,4/30/16,2105
4558609924,5/1/16,1692
4558609924,5/2/16,2066
4558609924,5/3/16,1953
4558609924,5/4/16,1842
4558609924,5/5/16,2262
4558609924,5/6/16,1722
4558609924,5/7/16,1973
4558609924,5/8/16,2666
4558609924,5/9/16,2223
4558609924,5/10/16,1889
4558609924,5/11/16,2131
4558609924,5/12/16,1452
4702921684,4/12/16,2947
4702921684,4/13/16,2898
4702921684,4/14/16,2984
4702921684,4/15/16,2896
4702921684,4/16/16,3328
4702921684,4/17/16,3394
4702921684,4/18/16,3013
4702921684,4/19/16,2812
4702921684,4/20/16,3061
4702921684,4/21/16,2729
4702921684,4/22/16,2241
4702921684,4/23/16,3691
4702921684,4/24/16,3538
4702921684,4/25/16,3064
4702921684,4/26/16,2784
4702921684,4/27/16,2908
4702921684,4/28/16,3033
4702921684,4/29/16,3165
4702921684,4/30/16,3115
4702921684,5/1/16,2017
4702921684,5/2/16,2859
4702921684,5/3/16,3145
4702921684,5/4/16,3004
4702921684,5/5/16,3006
4702921684,5/6/16,2859
4702921684,5/7/16,3683
4702921684,5/8/16,3287
4702921684,5/9/16,2990
4702921684,5/10/16,3172
4702921684,5/11/16,3069
4702921684,5/12/16,1240
5553957443,4/12/16,2026
5553957443,4/13/16,1718
5553957443,4/14/16,2324
5553957443,4/15/16,2254
5553957443,4/16/16,1831
5553957443,4/17/16,1397
5553957443,4/18/16,1683
5553957443,4/19/16,2284
5553957443,4/20/16,1570
5553957443,4/21/16,2066
5553957443,4/22/16,2105
5553957443,4/23/16,1776
5553957443,4/24/16,1507
5553957443,4/25/16,2033
5553957443,4/26/16,2093
5553957443,4/27/16,1922
5553957443,4/28/16,1999
5553957443,4/29/16,2169
5553957443,4/30/16,1463
5553957443,5/1/16,1747
5553957443,5/2/16,1996
5553957443,5/3/16,2116
5553957443,5/4/16,1698
5553957443,5/5/16,2156
5553957443,5/6/16,1916
5553957443,5/7/16,1494
5553957443,5/8/16,1762
5553957443,5/9/16,2272
5553957443,5/10/16,2335
5553957443,5/11/16,1693
5553957443,5/12/16,741
5577150313,4/12/16,3405
5577150313,4/13/16,2551
5577150313,4/14/16,4022
5577150313,4/15/16,4005
5577150313,4/16/16,4274
5577150313,4/17/16,4552
5577150313,4/18/16,3625
5577150313,4/19/16,3501
5577150313,4/20/16,3192
5577150313,4/21/16,4018
5577150313,4/22/16,3329
5577150313,4/23/16,3152
5577150313,4/24/16,4392
5577150313,4/25/16,3374
5577150313,4/26/16,3088
5577150313,4/27/16,3294
5577150313,4/28/16,3580
5577150313,4/29/16,3544
5577150313,4/30/16,4501
5577150313,5/1/16,4546
5577150313,5/2/16,3014
5577150313,5/3/16,3795
5577150313,5/4/16,2755
5577150313,5/5/16,3004
5577150313,5/6/16,2643
5577150313,5/7/16,1819
5577150313,5/8/16,1819
5577150313,5/9/16,2489
5577150313,5/10/16,3841
5577150313,5/11/16,1665
6117666160,4/12/16,1496
6117666160,4/13/16,1496
6117666160,4/14/16,1496
6117666160,4/15/16,2865
6117666160,4/16/16,2828
6117666160,4/17/16,2225
6117666160,4/18/16,2018
6117666160,4/19/16,2606
6117666160,4/20/16,2536
6117666160,4/21/16,4900
6117666160,4/22/16,2409
6117666160,4/23/16,2651
6117666160,4/24/16,2305
6117666160,4/25/16,1497
6117666160,4/26/16,2450
6117666160,4/27/16,2576
6117666160,4/28/16,1879
6117666160,4/29/16,2560
6117666160,4/30/16,2275
6117666160,5/1/16,2361
6117666160,5/2/16,2044
6117666160,5/3/16,1496
6117666160,5/4/16,1902
6117666160,5/5/16,2636
6117666160,5/6/16,1838
6117666160,5/7/16,2469
6117666160,5/8/16,2250
6117666160,5/9/16,1248
6290855005,4/12/16,2560
6290855005,4/13/16,2905
6290855005,4/14/16,2952
6290855005,4/15/16,2896
6290855005,4/16/16,2783
6290855005,4/17/16,3171
6290855005,4/18/16,2766
6290855005,4/19/16,2839
6290855005,4/20/16,2701
6290855005,4/21/16,2060
6290855005,4/22/16,2796
6290855005,4/23/16,2664
6290855005,4/24/16,2703
6290855005,4/25/16,2771
6290855005,4/26/16,2060
6290855005,4/27/16,2743
6290855005,4/28/16,2687
6290855005,4/29/16,2060
6290855005,4/30/16,2843
6290855005,5/1/16,3327
6290855005,5/2/16,2725
6290855005,5/3/16,2671
6290855005,5/4/16,2718
6290855005,5/5/16,2682
6290855005,5/6/16,2806
6290855005,5/7/16,2613
6290855005,5/8/16,2712
6290855005,5/9/16,2175
6290855005,5/10/16,0
6775888955,4/12/16,1841
6775888955,4/13/16,2400
6775888955,4/14/16,2507
6775888955,4/15/16,2127
6775888955,4/16/16,2225
6775888955,4/17/16,2067
6775888955,4/18/16,2798
6775888955,4/19/16,1841
6775888955,4/20/16,3727
6775888955,4/21/16,1841
6775888955,4/22/16,1922
6775888955,4/23/16,1841
6775888955,4/24/16,2053
6775888955,4/25/16,2484
6775888955,4/26/16,2584
6775888955,4/27/16,1841
6775888955,4/28/16,1993
6775888955,4/29/16,1841
6775888955,4/30/16,2280
6775888955,5/1/16,2319
6775888955,5/2/16,1841
6775888955,5/3/16,1843
6775888955,5/4/16,1841
6775888955,5/5/16,1841
6775888955,5/6/16,2496
6775888955,5/7/16,1032
6962181067,4/12/16,1994
6962181067,4/13/16,1718
6962181067,4/14/16,1466
6962181067,4/15/16,1756
6962181067,4/16/16,2173
6962181067,4/17/16,2027
6962181067,4/18/16,2039
6962181067,4/19/16,2046
6962181067,4/20/16,2174
6962181067,4/21/16,2179
6962181067,4/22/16,2086
6962181067,4/23/16,2571
6962181067,4/24/16,1705
6962181067,4/25/16,2194
6962181067,4/26/16,2012
6962181067,4/27/16,2034
6962181067,4/28/16,2182
6962181067,4/29/16,2254
6962181067,4/30/16,2002
6962181067,5/1/16,1740
6962181067,5/2/16,2162
6962181067,5/3/16,2072
6962181067,5/4/16,2086
6962181067,5/5/16,2066
6962181067,5/6/16,1850
6962181067,5/7/16,1947
6962181067,5/8/16,1659
6962181067,5/9/16,2105
6962181067,5/10/16,2361
6962181067,5/11/16,1855
6962181067,5/12/16,928
7007744171,4/12/16,2937
7007744171,4/13/16,2742
7007744171,4/14/16,2668
7007744171,4/15/16,2098
7007744171,4/16/16,2076
7007744171,4/17/16,2383
7007744171,4/18/16,2832
7007744171,4/19/16,2812
7007744171,4/20/16,3096
7007744171,4/21/16,2763
7007744171,4/22/16,2889
7007744171,4/23/16,2284
7007744171,4/24/16,2667
7007744171,4/25/16,3055
7007744171,4/26/16,2939
7007744171,4/27/16,2830
7007744171,4/28/16,2836
7007744171,4/29/16,3180
7007744171,4/30/16,2051
7007744171,5/1/16,2225
7007744171,5/2/16,2642
7007744171,5/3/16,2976
7007744171,5/4/16,1557
7007744171,5/5/16,2933
7007744171,5/6/16,2553
7007744171,5/7/16,120
7086361926,4/12/16,2772
7086361926,4/13/16,2516
7086361926,4/14/16,2734
7086361926,4/15/16,2395
7086361926,4/16/16,1635
7086361926,4/17/16,1629
7086361926,4/18/16,2743
7086361926,4/19/16,2944
7086361926,4/20/16,2997
7086361926,4/21/16,2463
7086361926,4/22/16,2846
7086361926,4/23/16,1965
7086361926,4/24/16,2049
7086361926,4/25/16,2752
7086361926,4/26/16,2781
7086361926,4/27/16,2693
7086361926,4/28/16,2862
7086361926,4/29/16,2616
7086361926,4/30/16,2995
7086361926,5/1/16,2730
7086361926,5/2/16,2754
7086361926,5/3/16,2754
7086361926,5/4/16,2655
7086361926,5/5/16,2386
7086361926,5/6/16,2924
7086361926,5/7/16,2739
7086361926,5/8/16,2534
7086361926,5/9/16,2960
7086361926,5/10/16,2800
7086361926,5/11/16,2735
7086361926,5/12/16,1199
8053475328,4/12/16,3186
8053475328,4/13/16,3140
8053475328,4/14/16,3411
8053475328,4/15/16,3410
8053475328,4/16/16,2867
8053475328,4/17/16,3213
8053475328,4/18/16,3133
8053475328,4/19/16,3114
8053475328,4/20/16,3043
8053475328,4/21/16,3103
8053475328,4/22/16,2655
8053475328,4/23/16,3554
8053475328,4/24/16,3577
8053475328,4/25/16,3403
8053475328,4/26/16,2846
8053475328,4/27/16,2852
8053475328,4/28/16,3062
8053475328,4/29/16,2794
8053475328,4/30/16,2408
8053475328,5/1/16,1886
8053475328,5/2/16,1988
8053475328,5/3/16,3023
8053475328,5/4/16,2918
8053475328,5/5/16,2950
8053475328,5/6/16,2859
8053475328,5/7/16,3331
8053475328,5/8/16,3589
8053475328,5/9/16,2765
8053475328,5/10/16,2926
8053475328,5/11/16,2809
8053475328,5/12/16,1505
8253242879,4/12/16,2044
8253242879,4/13/16,1935
8253242879,4/14/16,1705
8253242879,4/15/16,1632
8253242879,4/16/16,1880
8253242879,4/17/16,2112
8253242879,4/18/16,1829
8253242879,4/19/16,1763
8253242879,4/20/16,1931
8253242879,4/21/16,2218
8253242879,4/22/16,1651
8253242879,4/23/16,2132
8253242879,4/24/16,1976
8253242879,4/25/16,1909
8253242879,4/26/16,1813
8253242879,4/27/16,2008
8253242879,4/28/16,1580
8253242879,4/29/16,1854
8253242879,4/30/16,0
8378563200,4/12/16,3635
8378563200,4/13/16,4079
8378563200,4/14/16,4163
8378563200,4/15/16,3666
8378563200,4/16/16,3363
8378563200,4/17/16,2572
8378563200,4/18/16,4157
8378563200,4/19/16,4092
8378563200,4/20/16,3787
8378563200,4/21/16,4236
8378563200,4/22/16,4044
8378563200,4/23/16,2908
8378563200,4/24/16,2741
8378563200,4/25/16,4005
8378563200,4/26/16,3763
8378563200,4/27/16,3061
8378563200,4/28/16,2884
8378563200,4/29/16,2982
8378563200,4/30/16,2660
8378563200,5/1/16,3369
8378563200,5/2/16,3491
8378563200,5/3/16,3784
8378563200,5/4/16,3110
8378563200,5/5/16,3783
8378563200,5/6/16,3644
8378563200,5/7/16,2799
8378563200,5/8/16,2685
8378563200,5/9/16,3721
8378563200,5/10/16,3586
8378563200,5/11/16,3788
8378563200,5/12/16,1976
8583815059,4/12/16,2650
8583815059,4/13/16,2654
8583815059,4/14/16,2443
8583815059,4/15/16,2505
8583815059,4/16/16,2693
8583815059,4/17/16,2439
8583815059,4/18/16,2536
8583815059,4/19/16,2668
8583815059,4/20/16,2647
8583815059,4/21/16,2883
8583815059,4/22/16,2944
8583815059,4/23/16,3012
8583815059,4/24/16,2889
8583815059,4/25/16,2547
8583815059,4/26/16,3093
8583815059,4/27/16,3142
8583815059,4/28/16,2757
8583815059,4/29/16,3513
8583815059,4/30/16,3164
8583815059,5/1/16,2596
8583815059,5/2/16,2894
8583815059,5/3/16,3212
8583815059,5/4/16,2516
8583815059,5/5/16,3266
8583815059,5/6/16,2683
8583815059,5/7/16,2810
8583815059,5/8/16,2940
8583815059,5/9/16,2947
8583815059,5/10/16,2846
8583815059,5/11/16,2804
8583815059,5/12/16,0
8792009665,4/12/16,2044
8792009665,4/13/16,1934
8792009665,4/14/16,1963
8792009665,4/15/16,2009
8792009665,4/16/16,1721
8792009665,4/17/16,1688
8792009665,4/18/16,1688
8792009665,4/19/16,1688
8792009665,4/20/16,2188
8792009665,4/21/16,1720
8792009665,4/22/16,2419
8792009665,4/23/16,2748
8792009665,4/24/16,1799
8792009665,4/25/16,1688
8792009665,4/26/16,1928
8792009665,4/27/16,2067
8792009665,4/28/16,2780
8792009665,4/29/16,3101
8792009665,4/30/16,2896
8792009665,5/1/16,1962
8792009665,5/2/16,2015
8792009665,5/3/16,2297
8792009665,5/4/16,2067
8792009665,5/5/16,1688
8792009665,5/6/16,1688
8792009665,5/7/16,1688
8792009665,5/8/16,1688
8792009665,5/9/16,1688
8792009665,5/10/16,57
8877689391,4/12/16,3921
8877689391,4/13/16,3566
8877689391,4/14/16,3793
8877689391,4/15/16,3934
8877689391,4/16/16,4547
8877689391,4/17/16,3545
8877689391,4/18/16,2761
8877689391,4/19/16,3676
8877689391,4/20/16,3679
8877689391,4/21/16,3659
8877689391,4/22/16,3427
8877689391,4/23/16,3891
8877689391,4/24/16,3455
8877689391,4/25/16,3802
8877689391,4/26/16,2860
8877689391,4/27/16,3808
8877689391,4/28/16,3060
8877689391,4/29/16,2698
8877689391,4/30/16,4398
8877689391,5/1/16,2786
8877689391,5/2/16,2189
8877689391,5/3/16,2817
8877689391,5/4/16,3477
8877689391,5/5/16,3052
8877689391,5/6/16,4015
8877689391,5/7/16,4142
8877689391,5/8/16,2847
8877689391,5/9/16,3710
8877689391,5/10/16,2832
8877689391,5/11/16,3832
8877689391,5/12/16,1849